Month,Day ,Year,Value
7,16,1947,78.8050664975764
11,7,1923,-78.8092386355836
3,26,1857,50.3621482517706
9,16,1912,23.6993311862396
4,16,1925,71.8407235729939
12,8,1884,-140.218060282067
11,15,1869,-11.7929208557202
3,28,2002,-86.3838701968579
3,23,1997,-64.1991177212485
5,17,1873,131.191249077937
8,8,1951,-69.5005726169698
8,27,1969,61.1268087392468
4,15,1932,-60.664833482559
1,1,1837,-50.5963287987381
3,16,1916,52.8892377244355
1,16,1999,-52.6880281482739
9,2,1905,-48.9682740981257
8,24,1941,-78.8632274724738
3,4,1825,-67.5115871738404
8,3,1972,171.314518263233
5,20,1895,66.8827182441861
2,12,1913,-2.21431293321719
12,3,1804,62.8572296129037
9,23,1922,6.24842590970766
1,19,1820,-99.8195212818711
10,6,1810,47.8691132978333
11,27,1894,119.633137696011
2,11,1918,63.0337037750177
7,1,1955,110.852784939621
2,16,1897,-36.3689075796972
9,2,1863,2.24386399418185
7,21,1882,-83.4567762089537
7,25,1864,-33.6925950543534
5,3,1929,55.5319472739671
5,10,1857,-96.6863633844927
1,27,1897,73.3444601309173
1,17,1881,87.2866540049702
6,10,1873,-90.6697667120967
3,1,1820,56.0556059250017
7,12,1937,22.0844579360631
8,7,1978,-48.3932191460988
10,26,1956,144.055580274996
3,8,1975,-107.29418846798
2,24,1837,-94.2850398235524
11,17,1814,-10.9464254010377
1,2,1896,91.5934584558537
4,28,1978,-14.120530283172
12,19,1848,-94.2446740912088
6,13,1853,34.2233007311786
6,4,1981,86.5500496690002
8,2,1854,-12.7170215377608
2,28,1989,115.377598841278
6,10,1980,-87.8097096452439
1,22,1965,-152.77338163762
4,9,1992,105.015189906253
9,5,1941,23.4870067475014
8,1,1952,62.7953979572054
8,28,1962,185.835088997825
6,2,1911,284.650967610598
1,16,1809,106.60080955636
2,9,1912,-20.7983840622878
3,9,1851,61.6576450717571
4,27,1870,-265.03611094185
3,27,1873,-69.1269133952987
11,25,1815,-96.5249039548606
10,7,1960,-39.6769978828889
3,16,1857,113.001486405799
9,6,2004,-127.382889159977
3,12,1918,-9.0652699954917
3,25,1888,-0.467997018489468
6,11,1870,-20.4226613375726
11,9,2001,-99.1295702713864
12,20,1846,61.6220585501259
12,5,1851,148.541035345265
9,8,1936,86.6550946610863
8,6,1937,136.292108329011
8,7,1846,-240.415375163162
2,7,1854,134.108461134456
8,25,1882,-29.3679496154302
10,27,1936,-165.7055437791
4,10,1956,-38.9569104257023
10,17,1809,32.2882138692729
10,23,1829,34.5139225361082
5,8,1923,-10.9848370607072
12,1,1856,108.863367497455
4,12,1959,74.8766677600377
4,21,2012,0.523167059601761
8,6,1800,-63.7769368234074
1,14,1908,116.486738794014
3,19,1991,-28.6640168151215
7,23,1816,23.6758244323665
6,19,1832,83.2373949222002
2,16,1865,-0.046469364692722
11,19,1894,-117.710576835452
5,25,1964,29.5290191598102
4,28,1865,62.0940347733306
4,26,1940,72.7589255099974
11,14,2001,-86.8368759265853
9,1,2001,81.4811360231595
7,15,1902,48.8790050881335
9,10,1855,16.6599308989654
9,22,1964,56.9926902329585
2,26,1973,-55.0640297529141
6,23,1859,-38.8875641015379
10,6,1903,53.4542917289219
9,22,1987,47.0766287860261
11,28,2000,14.7613211933995
6,9,1809,107.287498935957
11,13,1933,112.560241697706
5,16,1963,117.59207207934
8,25,1945,138.097866216547
2,20,1892,0.677858175267858
9,11,1980,-2.94928167893247
8,19,1990,35.4069505393644
2,12,1855,117.772780124738
2,23,1881,-118.55806120032
6,2,1979,-18.4883618726387
3,20,1855,105.485215733878
3,11,1955,-37.0568672627772
3,4,2002,13.1653478486592
2,4,1959,-58.6996421449966
3,23,2006,2.37194308734216
10,9,1839,-15.7448227120188
10,7,1928,-29.3104928822179
9,5,1899,-167.293291378325
4,10,1911,95.9478994664729
9,27,1996,-59.6406893784801
1,1,1812,-42.7742848358339
1,28,2011,-90.1599805574818
8,10,1820,-143.622331594844
9,9,1820,85.2262783555073
7,13,1958,-62.7268543110261
11,26,1825,79.2702817538851
10,14,1902,261.476423440505
4,3,1861,-5.77496447537121
10,6,1917,-260.826216978659
11,1,1836,-209.777080404363
7,6,1873,-5.8093062157667
11,19,1800,108.153787124099
6,6,1831,-126.222961229115
3,28,1967,-179.177128216595
5,9,1935,-160.78208515961
5,4,1899,-85.5612968159781
2,3,1936,16.324913343732
6,7,1845,94.1053406035534
6,20,1990,92.8047205295761
2,28,1815,-151.464748133187
1,1,1832,-125.25918353371
12,20,1928,33.6479609347928
9,28,1806,35.9787683834988
2,25,1978,21.6696224059731
11,25,1981,-119.620518228702
10,19,1920,-127.857524369796
12,15,1988,55.8335288412992
3,6,2001,-38.1239023196398
11,19,1952,-138.440134060812
3,10,2012,-7.45389931800209
5,1,1926,94.3182023329641
4,4,1859,66.9156520775834
2,18,2015,-211.861482117787
1,6,1890,24.6093425688185
12,28,1811,-218.245326636522
1,2,1814,176.390501335723
6,3,1807,-15.8128709106096
12,2,1940,99.0847992517142
7,16,1889,39.3290596558732
9,8,1849,21.6100150759586
9,9,1919,20.7965614832948
3,9,1954,-158.412319276228
8,11,1920,-141.730164017388
3,28,1987,-15.0897420327805
4,19,1851,-86.9341880262722
10,25,1927,-200.36040889636
9,6,1942,69.6516144857225
2,12,1912,165.890413801924
10,12,1958,-18.1718182045454
2,20,1995,-120.770822144963
10,5,1821,52.2562064340054
8,23,1845,-175.705012740803
4,8,1944,37.0231879771803
6,6,1883,-41.0063448640888
2,1,1998,54.6845809914371
2,14,1953,-246.755167009174
7,1,1809,-151.04586702771
7,9,1896,24.0723604463434
7,23,1816,135.612048063997
10,5,2010,20.0284843477216
9,14,1999,81.0815567983565
8,2,1887,-90.5699440513438
1,28,1882,-43.9520668149109
2,17,1978,-71.198632404507
4,19,1873,31.5030857220699
3,2,1800,45.9630047522654
11,15,1842,146.148384049256
11,23,1860,75.7703261218244
11,27,1919,25.3805305791794
3,2,1812,-11.8360680015708
1,9,1984,45.7869350820845
8,20,1944,50.9217201535129
5,17,1897,-91.5161183831458
10,13,1861,151.79890820561
11,1,2010,172.792018698209
9,21,1931,-118.741617203518
9,7,1961,26.6730770310739
4,25,1925,-96.4674275237683
3,25,1812,-113.791782118755
5,10,1931,-115.816922979744
3,19,1990,27.7366854109527
3,4,1890,-87.4296460380404
11,13,2020,-8.99701385839494
11,21,1872,-38.6203273419856
11,11,1886,-11.5334382936893
1,28,1851,114.785867966682
3,16,1962,-152.995439681842
5,19,1844,72.1417736805285
7,21,1949,210.223086173378
3,4,1963,-56.7398236510445
12,5,1922,-79.2187201935026
1,16,1806,106.691558754955
3,1,1941,-105.630743613361
4,11,1848,-198.997109222072
11,26,1811,-2.34902776108954
10,20,1854,-212.775927543502
9,18,2005,116.821060604861
6,15,1958,-176.086932621455
4,10,1804,-181.10271681085
7,10,2011,232.608194114349
5,15,1880,-53.3525530839466
7,1,1922,-20.6542210333382
2,24,1916,0.763285475084559
11,24,1873,14.8116472087439
12,16,1820,69.3136589644006
4,19,1988,-52.9454451667147
5,25,1930,-13.7865221916653
8,20,1999,-12.1982519869544
8,1,1968,-23.292342158038
10,23,1914,-67.4866204426719
3,10,1831,-74.1601800345307
4,7,1959,93.2665789158062
3,4,1820,78.7242365045559
4,11,1933,8.59581602842669
11,17,1813,-80.9359716824325
10,8,1885,-60.0575924884824
9,13,1905,-14.6357503868811
4,14,1968,-66.2399358497346
2,11,1850,207.130472643706
9,9,1937,-41.9567783345253
7,3,1929,197.949283278548
6,10,1998,-158.184975714497
5,14,1986,7.36082767649911
9,28,1997,-34.4096702677945
11,5,2000,42.5114810134767
8,5,1870,-147.314818647677
4,7,1883,-174.611850797811
5,21,1954,7.58621870966951
1,14,1835,-61.9628237820879
4,25,1975,-11.9998632544579
7,24,1903,-137.020917478204
10,21,1879,30.3372571649103
11,12,1892,171.632965162241
4,2,1804,25.7982415187463
2,17,1886,37.8202311952091
5,26,1875,-56.711948710299
10,25,1887,195.782920110786
10,5,1952,-12.9566200591031
8,2,1809,29.2682119029277
7,26,1872,28.6801184709674
12,23,1808,-9.03382745168183
8,20,1897,94.9842538941437
7,21,1899,-82.2254373629499
6,10,1858,-58.322732286861
9,4,1828,-21.6055349963775
2,1,1960,253.102568917049
3,25,1921,176.351397485469
10,21,1959,-246.872783276124
11,24,1888,89.8344629893763
10,22,1810,132.296652760468
3,13,1842,-106.215407442821
1,3,1832,22.3981277711735
6,25,1840,178.910177388281
7,10,1998,87.7872018476128
10,20,1906,30.5231433395244
2,26,1945,30.7079297377152
12,19,2000,38.56149811578
2,16,1869,114.648727307046
9,25,1807,18.6903376862025
10,8,1952,218.402241968399
10,1,1868,-210.561966570749
9,16,2019,-46.9172058339385
10,17,1852,25.4138173694331
12,18,1825,105.40880419554
4,25,1842,76.4185242416645
9,12,1853,32.7337267416085
12,23,1968,-43.2893446963709
7,22,1818,5.49610818565437
11,17,1928,117.541301141004
2,21,1802,127.708104947288
7,20,1996,72.3603895194367
3,22,1858,-96.3514570587356
7,18,1962,-33.8366184983274
2,27,1851,-69.9352607357312
12,20,1986,-32.2125703711554
8,8,2018,33.5496381859982
10,19,1959,1.98986355035849
1,18,1870,35.7598466255428
6,20,1860,42.8542710818149
6,11,1958,-6.70919327976184
12,7,1990,185.727397693977
12,20,1875,-34.7754532829808
8,8,1903,136.885476743721
4,19,1957,-167.474069788279
6,20,1946,-15.4871830432715
10,4,1979,179.378923878399
9,9,1945,-22.7357507631957
11,4,1819,25.6685166205251
10,6,1871,-16.2524144455344
4,20,1830,-74.6588996578735
10,16,1967,114.169736086147
1,25,1836,-0.266956676570182
8,28,1994,21.9058980558648
8,12,1910,18.7825570334317
2,18,1918,-79.957695655099
1,9,2015,-162.216674739476
6,4,1954,-95.2661401381648
2,1,1850,-4.77286011233313
1,6,1954,-26.5813639399238
12,7,1827,17.9161878021558
1,16,1818,-61.442860605378
11,21,1815,54.5712204119115
2,5,1870,114.088186732993
8,16,1847,-135.438736406222
11,5,1887,-109.088076053914
4,23,1809,83.8437188379793
10,21,1972,-26.4520156355064
7,8,1834,0.629594861805037
7,27,1980,-38.4448312537496
1,21,1825,-100.189140115977
5,4,1938,53.1251130867998
7,6,1816,199.226734716203
10,14,1844,184.11372008641
8,22,1868,160.09782048684
12,15,1972,-43.9331841665759
11,4,1897,50.9296529547637
1,26,1892,-23.6360533999917
2,14,1883,55.4023128328938
11,15,2010,-220.766549709806
11,1,1832,5.33457278094943
5,5,1812,-140.63353056684
12,19,1946,-105.554301700454
8,18,1807,-126.045112663677
4,11,1999,-135.086409174403
3,12,2009,54.9469676742436
9,20,1906,-30.9982051208881
1,18,1954,-254.578988614488
2,19,2013,-139.147594351024
4,22,2009,-116.745400605622
12,2,1839,-99.6212168281188
4,19,1944,37.3072548982488
2,28,1937,117.262735919105
10,8,1945,-29.2736289211836
3,7,1974,42.4530936015048
6,28,1878,87.0460934356119
11,5,1917,-12.55457971135
3,9,1857,-106.469351379794
11,10,1879,-111.69925202123
9,15,1833,-336.624760371636
2,9,1998,-118.279367029935
2,25,1992,-274.081061367782
5,7,1914,-74.5797300898002
12,15,1860,147.882715635946
5,1,1975,214.432589019679
7,16,1861,69.5260558226735
4,14,1832,-112.15415517942
12,4,1840,-190.665851663207
10,21,1889,76.7764857946875
12,14,2015,-41.7526556393166
10,13,1870,44.5151721140995
4,4,1915,169.420488957844
3,22,1835,36.8674680325625
1,5,1993,-228.64493100346
6,17,1949,-9.74687129022602
9,14,1848,-35.4795522233689
11,8,1948,130.786650957713
9,6,1906,-237.899458152803
11,18,1803,15.0692547704051
4,4,1822,25.0439163934814
9,23,1918,-16.8891051755243
12,27,1899,-35.19680296761
6,10,1927,144.239104248466
11,2,1933,-108.051732999183
9,27,1890,-187.408632393294
6,8,1902,-149.862523472197
5,5,1905,65.039617772646
2,28,1838,-104.129980348245
3,22,2016,45.8002110056816
6,13,1910,76.6325954459299
2,6,1882,-55.6061759728703
6,16,1963,-114.201247773889
11,10,1803,-17.9550720522266
8,20,1816,-13.5001743619352
11,22,2010,-42.5314004474178
3,18,1943,17.4569619550634
8,9,1913,-37.3227610573272
10,23,1982,-102.51430095863
8,2,1862,-38.8890434408629
7,21,1886,-90.9035157074828
9,5,1870,110.073411031968
11,23,1900,-13.9850290427765
6,18,1997,72.8448236740604
2,5,1817,67.654167794618
11,12,1969,-252.896679151173
7,21,1988,111.889348122645
11,24,1981,173.073345506869
7,19,1948,-43.3822349979149
5,26,1896,59.7093693315427
5,17,1913,-81.2689620580178
10,5,2006,197.713980746725
2,17,1948,-3.39589638900206
11,28,1824,-58.0408185406168
1,1,1829,-56.1707767256679
10,18,1854,-264.044806929733
6,2,1843,5.14052831791537
11,23,1998,-89.2647740501231
7,6,1880,-99.3948216665878
4,8,1815,-21.521235155895
11,14,1965,40.0095058416012
3,17,1974,-5.36686593962098
12,26,1891,-179.286888327068
9,15,2020,118.695656994408
4,6,1806,-210.628575082392
10,14,1845,5.51957587978204
7,4,2019,-11.118725750486
5,17,1866,-60.7232166543747
3,11,1868,-53.0372679077116
7,21,1809,96.8100274461594
5,8,1956,-8.94701595048192
10,10,1915,-33.4593137788347
1,27,1922,79.5317587638999
7,25,1904,203.090954554039
11,21,1836,-23.7415969667502
8,16,1844,-6.50655229658919
8,18,2012,63.3159211028086
7,24,1901,-71.658726016634
12,15,1865,-77.2217583363463
4,9,1833,-48.3790297649285
3,21,1899,204.590406803935
7,5,1811,2.64383867674219
5,10,1906,-58.9363154228561
2,28,2010,-39.3658412938471
2,12,1822,-50.7780389082298
7,25,1933,12.9446610872959
5,9,1833,64.4852603900229
10,6,1880,-77.3397617430473
11,14,1858,-33.7295495527938
1,15,1814,15.5849373329649
5,23,1914,-119.611616861321
12,27,1988,37.3024128070314
4,15,1859,138.590794563807
5,19,1896,-158.809497944453
10,25,1963,-45.0097145608684
8,8,1860,-54.5654464836919
10,27,2002,175.184240523957
4,13,1854,16.1722428338299
5,26,2007,36.0065455907062
4,14,2009,113.056092214594
5,5,1853,110.5154848061
11,24,1985,-11.4456537828979
4,11,1964,81.4545367117131
8,20,1822,-101.130471047062
5,5,1956,36.7191268302564
12,12,1915,-114.292854471315
9,1,1832,61.1444965611221
2,28,1920,-57.9841538110789
7,18,1949,72.8929078109937
9,28,1912,114.559758328432
1,19,1923,7.26357966416612
8,20,1997,-58.1709805342732
3,15,2010,0.247694060971011
3,10,1972,-22.9495128151973
5,4,1865,102.599890965886
10,4,1839,34.5688498018112
11,2,1880,21.0978427184763
8,4,1889,-91.2293599609558
12,19,1877,-16.7047663747521
11,10,1970,71.9807451582825
12,12,2016,76.4557779805759
5,10,1989,152.727704482716
8,5,1882,-86.3307334373188
10,26,1838,40.4499457802022
1,26,1838,120.111095710207
8,19,1840,144.707700617084
12,14,1935,-48.0608787893316
11,24,1901,159.877782473359
10,21,1946,8.30442238466704
5,14,1902,55.6205862329511
10,24,2003,-76.3111492156318
5,25,1900,41.8257898856395
7,3,1863,-164.320035165201
1,12,1931,-27.2182155724325
12,3,1929,-82.2476262730548
3,4,1990,-122.030761731096
9,5,1813,33.5126881180183
5,23,1808,170.439681843474
2,10,1912,-116.845361098301
10,9,1987,62.6477898179544
5,21,1978,-110.038889722005
10,11,1933,-67.2715128669363
10,27,1819,80.4406799973635
8,16,1980,100.455618106166
11,17,1867,-67.2074444406555
1,18,1989,-14.2161653635142
2,24,1808,-56.7502010935984
6,26,1809,129.598273158555
2,13,1856,-161.422033478733
4,5,1823,18.9955155059605
12,21,1869,219.732414400718
12,28,1940,-88.5392421144001
9,9,1843,-22.8885788139718
10,22,1926,-41.8671034528978
6,17,1904,-29.6982764199095
2,12,2012,-17.7122579882936
12,16,1998,147.047922148816
9,4,1956,-72.0834523394725
3,20,1929,52.2670034982759
7,14,1914,15.0250765007248
4,8,1933,85.0559459738866
1,5,1835,-65.5152287573071
1,13,1816,110.721461744235
7,16,1849,41.3668027369282
1,25,1928,118.704153701146
6,11,1973,-75.6946957204097
9,23,1802,-37.394666098449
7,20,2015,106.336627698039
1,17,1993,0.564088017815184
7,6,2006,5.92889558073266
6,10,1856,151.79670427963
3,13,1997,350.396916012986
7,4,1896,117.602237381956
7,17,1943,147.746775053613
12,28,1844,-81.9679525746738
5,15,1831,-6.49220447669905
6,9,1926,-3.99231150542951
3,2,1843,10.7140957159826
9,3,1940,-238.03032574615
2,19,1898,-44.7262690691157
2,27,1914,-57.6796434639932
2,10,1869,-226.589655279794
1,5,1862,68.1889378822429
3,2,1897,-19.5484132487407
9,21,1936,16.9511968070002
10,28,1880,-91.9774104952588
2,2,1965,315.965963376448
5,10,1934,-61.6286083243483
1,3,1939,19.6760227953302
10,24,1994,-20.0620638101734
4,20,1914,-76.5716477229408
3,10,1866,-1.80676026084712
2,7,1969,106.696519668219
1,28,1835,36.5595405139793
9,12,1876,21.7672448260032
12,25,1885,-138.846666894601
7,20,1967,-35.2967006547188
7,16,1884,16.9440473485918
9,8,1924,111.305777739249
11,3,1871,-7.30952338890508
12,22,1908,66.7939406381092
7,5,1959,-130.705726230035
3,21,1928,13.1890043985936
12,21,1800,92.4160631301479
1,10,1892,-170.302731324349
1,18,1875,-80.4140402415588
8,2,1887,152.289576664296
5,26,2011,-209.38716546271
1,8,1874,39.4165547600246
10,2,1845,195.227180812134
8,13,1947,58.8514154391046
12,23,1848,80.8669331714816
2,11,1886,28.9611240902914
4,12,1974,-36.2309124171699
7,8,1877,-86.4752706322135
6,11,1822,39.448862670366
1,17,1880,22.2522168575598
2,4,1893,-216.872503219417
8,6,2003,42.7696935144703
6,26,1847,-117.339922425338
2,19,1923,-87.5265278148039
4,6,1877,46.1231047326096
10,19,1901,126.209901902367
6,14,1836,-40.0855721324476
9,12,1861,-50.1708523115168
11,10,1816,-28.931238630811
9,2,1942,85.8498758820589
11,3,1997,-178.807698577868
8,2,1936,-151.790203995278
6,6,1967,50.6792712095101
3,25,1894,112.929980870404
6,5,1896,178.796242646689
1,25,1822,27.3491357571551
3,9,1982,87.0385853741779
7,19,1972,34.537844417234
7,19,1968,-74.0138105076849
1,10,1884,87.0270308050936
11,17,1837,17.5879254797375
9,11,1870,-53.8601405983177
7,28,1877,-41.9544965274288
1,5,1880,-32.0906685771327
6,4,1916,-15.7747701402619
4,19,2005,50.1610551195094
8,3,2010,50.192733944616
1,20,1949,123.664914892334
11,25,1915,-78.6115022185807
1,27,1992,107.358356139821
2,4,1806,-19.3989401782361
8,27,1837,1.99765250654307
12,3,1801,-16.2960474241419
6,26,1870,-23.8987708261746
12,19,1994,120.928644350286
9,4,1983,32.6727351800043
12,22,2020,146.163985989468
10,2,1893,-97.3403697828805
6,18,1919,-28.167086261883
8,10,1888,140.413673653037
5,3,2020,-101.40519848908
2,7,1990,151.419017971403
5,10,1971,-65.3018100806055
10,7,1999,-174.215623131914
4,13,1890,41.1440798108386
7,21,1859,-68.2183372879636
4,18,1974,211.631277485918
12,6,1882,-71.5005149104839
4,4,2013,-68.2840747191076
10,16,1957,-27.9576832275372
12,2,1946,-169.139667426814
1,14,1919,32.9684819749084
2,11,1833,59.714178002334
11,14,1865,-137.757422844252
12,22,1821,-2.81436113267139
6,8,2008,211.45089216527
2,21,2011,-175.086736344536
9,17,1889,37.2938070251621
3,5,1981,-68.669386159695
7,18,1898,103.844113641361
6,4,1850,16.5825386777546
8,16,1958,-90.5846475774516
2,5,1962,298.199181852153
3,13,1817,50.4751098313737
10,22,1829,-28.0852953877188
10,21,2011,-23.3470220040916
4,21,1950,-136.067748828716
11,7,1973,100.523758324028
4,20,1993,-28.8464118924108
7,17,2005,-36.36950758618
5,11,1885,205.210292660568
4,11,1902,94.0386060061813
2,18,1842,-27.8280863593428
11,8,2016,-54.5377335574056
9,15,1991,72.7193770257132
3,15,1812,-3.23603096357646
1,12,1868,56.0937902530599
8,15,1987,-25.3307317701032
11,23,2006,113.279161323125
4,12,1893,-49.1967019350259
1,24,1930,-22.0643772068374
2,4,1959,81.3456729055995
4,13,2020,122.305347443516
10,7,1863,197.330309502399
7,7,1919,74.3353219496824
2,26,1826,-209.394236517184
5,2,1858,-15.8636226412036
3,17,2004,-44.4212696505975
5,3,1859,73.9016344810828
2,4,1968,43.2373250319765
10,1,1997,-72.3889186003305
2,21,1965,-93.0856127408701
10,28,1901,-87.815957056185
3,18,2004,19.0438067391905
8,22,1997,121.656774756289
12,7,1935,20.9523358711213
4,17,1886,152.213294542022
5,11,1816,-21.0462722431537
12,5,1809,150.686792405006
6,13,2015,37.6846974059099
12,21,1942,-3.54183063753358
3,21,1918,113.380473588015
7,4,1894,-6.46505700896939
8,19,2018,54.4555119578624
8,3,1812,-126.157134308847
11,19,1864,141.420179853523
6,4,1989,-39.3554413338618
1,28,2015,17.2087013300334
2,2,1838,-131.834268550343
4,14,1907,143.328860652119
12,21,1928,-65.4380009873729
10,28,1937,-97.1153373386609
6,24,1848,36.7375620541391
4,11,1988,-79.2437045537883
5,4,1850,-13.5370832323543
8,23,1846,-168.879826350862
6,2,1803,-54.2396510156662
3,5,1856,49.0500625555
1,26,1917,-10.3441640456418
2,10,1978,-39.1288973358155
3,18,1895,68.6452413493054
7,21,1911,26.1321599911871
10,9,1826,128.010666849905
1,2,1981,49.5471247961274
10,5,1914,145.626738678937
1,22,1911,145.172073876591
4,23,1990,27.6442281801241
2,2,1885,-52.1489686101031
11,24,1939,14.0898831735371
9,16,1814,-21.3058209847306
11,28,1816,130.766104969349
5,20,2014,56.8655516691298
2,26,1932,-33.4583558170852
3,21,1879,-0.421021459433642
7,16,1851,-66.0747182713665
11,14,1827,-221.69908244345
10,19,1962,168.671660122892
3,21,1917,-74.5323504714826
4,13,1927,80.5240638334156
1,16,1864,29.6524064852119
4,15,1957,-20.8185923818028
3,6,1895,80.3297851442787
12,26,1949,-35.7797135033379
3,25,1823,-18.6021513876047
9,11,1916,-210.68214946747
2,8,1949,-0.618359227891511
11,10,2011,134.343628121488
1,13,1892,118.510060219186
10,2,1851,110.665912861727
6,27,1889,-37.1392861924611
3,14,1878,1.99543338539229
3,4,1929,219.236445701521
11,18,1840,113.639681606993
9,18,1995,-125.724603178333
8,12,1886,128.198796731707
2,7,2012,-47.3672354522055
12,1,1818,51.0707512976229
11,24,1834,88.6859435846716
3,16,1870,98.1736833389894
9,4,1847,-23.5520331246307
6,4,1981,83.4306611460487
5,16,1955,-40.6909689269772
6,2,2002,43.5180870591599
11,8,1995,-62.4678950359847
12,18,1998,-57.1902746008856
8,19,1892,25.7044978605681
7,28,1923,-62.8683503842546
9,21,1814,25.461708089218
7,15,1817,50.5487535629019
12,10,1937,-57.119060955358
11,15,1804,52.1954127057119
5,13,1904,-31.8810447274823
5,22,1898,97.0660773597524
12,18,1946,19.2118494199205
2,23,1802,-32.5693927906955
12,25,1907,-44.0341006608721
12,21,2004,-29.7083803937888
6,8,1843,79.8724050705164
8,11,1961,-35.5397016814687
9,7,1939,113.506140803953
1,25,1919,-73.3186633347028
8,6,1960,54.4660815614791
8,3,1883,1.35901731067367
2,6,1895,-167.389541784781
12,6,1972,-215.559444056236
11,18,1993,-54.2178251152255
1,24,1876,103.984733372039
6,13,1963,111.833536586719
4,27,1869,60.9854501733232
11,6,1898,-84.6302011746471
7,7,1901,-10.6890602886202
4,25,1899,-49.9734198589801
7,13,1854,152.764953836419
3,20,1864,148.708309706526
2,28,1923,14.6772605265568
6,18,1978,-42.2051632839346
4,27,1815,-168.856583300011
2,4,1874,82.2785852111
10,13,1959,-30.7318269236365
3,14,1882,202.747246667866
7,20,1923,-66.1520045147769
5,11,1999,-109.297907890107
7,3,1866,3.92705719482274
10,2,1801,30.7850555318688
1,25,2002,26.1071652195419
3,28,1895,118.124262298197
11,23,1801,73.2397315970595
7,25,1967,-156.653339548243
6,9,1969,-149.843425374943
6,11,1851,-181.138834283773
10,24,1953,143.354359525219
9,21,1824,143.115906301983
2,14,1921,-137.435644916115
2,4,1907,-79.4072077059143
11,5,1851,103.639021413358
12,23,1827,115.088769479148
3,13,1905,36.4516876118799
5,2,1922,-141.190922887896
6,6,1955,-115.872934655844
10,21,2000,297.915890359887
4,21,2018,-63.3658372282638
2,19,2020,-179.665149611142
8,22,1838,-24.008244619157
11,7,1924,18.0359125465051
12,9,1864,-8.09750830291005
1,19,1876,76.2054323740765
2,2,1900,-211.804977051267
6,15,2014,-129.832519490567
6,15,1913,-29.0967307608334
8,14,1945,-0.972077291395266
11,25,1954,57.9088251194985
10,20,1867,43.3832824223565
3,18,1848,-112.62816461422
3,10,2015,53.299167875647
5,11,1924,-4.66866956551036
5,13,1901,-8.16724526751943
1,16,1894,65.8714058432526
6,12,1909,-180.329121529948
5,11,2015,-7.23846619339912
1,13,1832,-127.664238394604
4,6,1895,-85.7845192311816
2,19,1936,160.714738091911
4,9,1879,-11.3899394606645
6,20,1899,52.9392021686807
1,24,1951,-32.2966663556799
4,13,1821,46.2561576442372
1,24,2007,94.5739629324275
1,2,1842,-29.5019664703426
4,14,1985,-54.0816350075282
5,22,1842,-102.17061428209
9,19,1899,-148.48209314568
1,15,1939,-101.678667001017
3,23,1901,173.580410362829
7,7,1915,36.2016179828755
4,11,1942,-2.50699216858265
3,24,2006,-38.7121414393123
11,26,1999,-270.348704541532
12,17,1813,-1.04144383427763
2,17,1925,-162.315698581517
4,2,1867,-50.932739262907
1,28,1811,-84.7828793603418
6,27,1964,49.0335132733382
7,18,1945,11.5108786007332
2,20,1858,61.1568315362638
12,26,1894,-28.1677150653596
12,20,1951,53.0933379759936
2,12,1990,40.5090079063809
9,10,1957,64.0526516362224
10,2,1972,73.2168545217678
9,25,2018,-101.880445228916
5,8,1805,-9.1944751324522
2,8,1820,-25.1087882244453
2,17,1819,74.0039501904591
11,14,1856,-53.9840146615469
6,15,1843,21.3230193620133
6,28,1995,35.5955452689422
3,21,1851,-269.503472787544
9,27,1998,41.5150600620871
9,18,1891,17.1163259861189
6,18,1918,-193.10083648212
6,18,1841,-57.5732311298863
7,22,1988,-150.27010525154
8,17,1936,21.8336717671579
8,6,1814,52.7961045118249
12,1,1817,-172.254405200827
5,13,1894,57.8656651100487
7,15,2007,-0.457782033758709
5,16,2002,42.7073213837499
7,1,1858,72.9826818780992
4,13,1858,164.560989366227
7,2,1977,-130.286667552324
5,27,1940,-31.9148061844161
10,21,1871,-108.035751153936
10,19,1969,-1.24143694009109
7,12,1954,89.0092295818466
7,5,1853,-38.869436820662
2,24,1993,-6.71095340406901
9,22,1996,92.7847165488991
1,14,1825,-96.5739793222848
1,19,1843,22.9655114812478
6,20,1856,11.0142973042044
7,20,1824,-97.9024604130701
3,26,1827,68.5599820560225
1,23,1934,76.5285646820032
12,25,1918,-195.649354844784
5,13,1864,123.599353039105
12,3,1905,66.7235868313931
2,1,1816,-18.782993928459
1,23,1949,8.92363564943485
3,14,1920,48.3315644722491
1,18,1909,-48.5804119393334
4,16,1931,-120.475134480429
1,4,1821,67.8836127091781
2,19,1864,-37.2326690528201
10,10,1920,-12.8578274013534
6,18,1921,-20.9422350874271
4,1,1859,-47.5089950607343
12,23,1882,-250.04913803687
11,5,1993,-90.4079816070181
1,24,1832,154.178234945314
8,26,1901,9.69927493390228
8,25,2009,-22.0360141170773
8,21,2016,-50.1893375520888
11,5,1835,-116.42249524416
10,5,1875,140.774969506157
12,4,1967,-23.7404996976894
4,20,1897,33.591946082573
11,19,1817,-30.4826562574167
11,15,1868,45.6613566207822
4,17,1817,-27.7008204742277
9,15,1966,-9.87871078238007
10,12,1825,64.7849769908244
2,22,1980,-51.5579545867344
1,12,1800,8.99592878705696
5,17,1838,87.5256663956514
6,9,1828,23.7386106230198
4,25,1935,214.559094196601
8,10,1937,-1.0137282655322
9,20,1967,-142.009205999537
4,17,2015,-136.441193138085
9,1,2004,17.8458257074958
